,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
92,INV-24291200018,02-01-2020,4406,Kum & Go #4020 / Ankeny,1910 SW White Birch Circle,Ankeny,50023,POINT (-93.62657100000001 41.701905),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19064,Jim Beam,24,375,5.5,8.25,6,49.5,2.25,0.59
93,INV-24299500014,02-01-2020,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft,50517,POINT (-94.218 43.29355),55,KOSSUTH,1012100,Canadian Whiskies,421,SAZERAC COMPANY  INC,12888,Rich & Rare,6,1750,8.98,13.47,6,80.82,10.5,2.77
94,INV-24305100016,02-01-2020,4673,Sonny's Super Market / West Point,327 5th St,West Point,52656,POINT (-91.452491 40.717867),56,LEE,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,41076,Jeremiah Weed Sweet Tea Vodka,12,750,10.06,15.09,12,181.08,9,2.37
95,INV-24300600070,02-01-2020,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona,50511,POINT (-94.235955 43.08091),55,KOSSUTH,1012100,Canadian Whiskies,380,Phillips Beverage,14484,Revel Stoke Roasted Apple,12,750,8.34,12.51,6,71.94,4.5,1.18
96,INV-24295200020,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1052100,Imported Brandies,65,Jim Beam Brands,47785,Courvoisier VS Cognac,12,375,8.64,12.96,6,77.76,2.25,0.59
97,INV-24290400006,02-01-2020,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1032100,Imported Vodkas,421,SAZERAC COMPANY  INC,34368,Fris Danish Vodka,6,1750,8.49,12.74,18,229.32,31.5,8.32
98,INV-24295200015,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1051100,American Brandies,205,E & J Gallo Winery,52594,E & J VS,24,375,3.5,5.25,3,15.75,1.12,0.29
99,INV-24314000007,02-01-2020,4368,Kum & Go #570 / Johnston,5800 Northglen Dr,Johnston,50131,POINT (-93.698308 41.682764),77,POLK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11296,Crown Royal,12,750,15.59,23.39,2,46.78,1.5,0.39
100,INV-24296400043,02-01-2020,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 Johnson Ave NW,Cedar Rapids,52405,POINT (-91.73337 41.968343),57,LINN,1062200,White Rum,434,LUXCO INC,46350,Hawkeye Light Rum,6,1750,7.67,11.51,6,69.06,10.5,2.77
101,INV-24294900126,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1062200,White Rum,35,BACARDI USA INC,43126,Bacardi Superior,12,750,8.26,12.39,12,148.68,9,2.37
102,INV-24302600007,02-01-2020,5671,Russ's Market #30,900 S Locust,Glenwood,51534,POINT (-95.745944 41.038205),65,MILLS,1041100,American Dry Gins,434,LUXCO INC,30526,Hawkeye Gin,12,750,3.44,5.16,12,61.92,9,2.37
103,INV-24304400011,02-01-2020,4866,Tobacco Hut #18 / Council Bluffs,429 Veterans Memorial,Council Bluffs,51501,POINT (-95.851844 41.219624),78,POTTAWATTA,1011100,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,27428,Bird Dog Peach Mini,5,50,5.8,8.7,4,34.8,0.2,0.05
104,INV-24294900148,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1051100,American Brandies,205,E & J Gallo Winery,52563,E & J XO,12,750,8.24,12.36,2,24.72,1.5,0.39
105,INV-24293700014,02-01-2020,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1041100,American Dry Gins,370,PERNOD RICARD USA,32235,Seagrams Extra Dry Gin PET,12,750,6.49,9.74,12,116.88,9,2.37
106,INV-24310500010,02-01-2020,4234,Fareway Stores #788 / Spencer,104 E Eighth St,Spencer,51301,POINT (-95.143388 43.145797),21,CLAY,1062100,Gold Rum,35,BACARDI USA INC,43036,Bacardi Gold,12,750,8.26,12.39,4,49.56,3,0.79
107,INV-24302800034,02-01-2020,3880,Target Store T-2454 / Council Bluffs,3804 Metro Dr,Council Bluffs,51503,POINT (-95.837595 41.220979),78,POTTAWATTA,1081200,Cream Liqueurs,305,Mhw LTD,258,Rumchata GoChatas,1,6000,90,135,1,135,6,1.58
108,INV-24294900048,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1011200,Straight Bourbon Whiskies,421,SAZERAC COMPANY  INC,21480,Benchmark Old No 8,12,750,6.38,9.57,3,28.71,2.25,0.59
109,INV-24303500048,02-01-2020,4475,Bucky's Express #27 / Council Bluffs,2713 S 24th St,Council Bluffs,51501,POINT (-95.879147 41.234536000000006),78,POTTAWATTA,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19066,Jim Beam,12,750,10.5,15.75,12,189,9,2.37
110,INV-24310800039,02-01-2020,3390,Okoboji Avenue Liquor,1610 Okoboji Avenue,Milford,51351,POINT (-95.149955 43.331525),30,DICKINSON,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11297,Crown Royal,12,1000,18.89,28.34,12,340.08,12,3.17
111,INV-24310600085,02-01-2020,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1031200,American Flavored Vodka,205,E & J Gallo Winery,40594,New Amsterdam Peach,12,750,7.5,11.25,2,22.5,1.5,0.39
112,INV-24306600002,02-01-2020,4069,Fareway Stores #648 / Ottumwa,1325 Albia Rd,Ottumwa,52501,POINT (-92.440213 41.00934),90,WAPELLO,1082000,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65258,Jagermeister Liqueur,6,1750,26.05,39.08,6,234.48,10.5,2.77
113,INV-24309300045,02-01-2020,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1041100,American Dry Gins,65,Jim Beam Brands,30236,Gilbeys Gin,12,750,5,7.5,2,15,1.5,0.39
114,INV-24305200020,02-01-2020,5706,Fort Madison Liquor & Tobacco Outlet Plus,1735 Ave H,Fort Madison,52627,POINT (-91.329797 40.63021),56,LEE,1062500,Flavored Rum,370,PERNOD RICARD USA,42716,Malibu Coconut Rum,12,750,7.49,11.24,12,134.88,9,2.37
115,INV-24293900102,02-01-2020,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1011100,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,27920,Bird Dog Strawberry,6,750,10,15,6,90,4.5,1.18
116,INV-24306100001,02-01-2020,2555,Hy-Vee Food Store / Keokuk,3111 Main,Keokuk,52632,POINT (-91.403752 40.41538),56,LEE,1082200,Imported Schnapps,260,DIAGEO AMERICAS,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,15.84,23.76,12,285.12,12,3.17
117,INV-24295800042,02-01-2020,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1012100,Canadian Whiskies,421,SAZERAC COMPANY  INC,11348,Seagrams VO Canadian Whiskey PET,6,1750,10.45,15.68,6,94.08,10.5,2.77
118,INV-24311000079,02-01-2020,5068,Tobacco Shop / Arnolds Park,612 S Highway 71,Arnolds Park,51331,POINT (-95.14027400000002 43.361577),30,DICKINSON,1012100,Canadian Whiskies,434,LUXCO INC,13037,Canadian Reserve Whisky,12,1000,5.31,7.97,2,15.94,2,0.52
119,INV-24309700060,02-01-2020,2653,Hy-Vee Wine and Spirits / Washington,1004 W Madison St,Washington,52353,POINT (-91.704567 41.296576),92,WASHINGTON,1031200,American Flavored Vodka,380,Phillips Beverage,41694,UV Blue Raspberry,12,1000,7.5,11.25,3,33.75,3,0.79
120,INV-24294900089,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1031200,American Flavored Vodka,434,LUXCO INC,35179,Pearl Blueberry,12,750,7,10.5,4,42,3,0.79
121,INV-24303800092,02-01-2020,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon Whiskey,48,100,0.9,1.35,144,194.4,14.4,3.8
122,INV-24300300002,02-01-2020,3704,Celtics Beverage Company,1122 Broadway,Emmetsburg,50536,POINT (-94.678807 43.10937),74,PALO ALTO,1031100,American Vodkas,297,Laird & Company,35918,Five O'Clock Vodka,6,1750,7.2,10.8,6,64.8,10.5,2.77
123,INV-24303800161,02-01-2020,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1012200,Scotch Whiskies,35,BACARDI USA INC,4866,Dewars White Label Scotch,12,750,13.5,20.25,6,121.5,4.5,1.18
124,INV-24312300020,02-01-2020,3695,Mrs. B's Liquor,623 S Marion St,Remsen,51050,POINT (-95.977022 42.808951),75,PLYMOUTH,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26824,Jack Daniels Old #7 Black Label Square,24,375,7.5,11.25,4,45,1.5,0.39
125,INV-24310700014,02-01-2020,5080,C's Liquor Store,719 2nd Ave W,Spencer,51301,POINT (-95.147741 43.14521),21,CLAY,1012200,Scotch Whiskies,55,SAZERAC NORTH AMERICA,8827,Lauders,12,1000,6.14,9.21,12,110.52,12,3.17
126,INV-24307700091,02-01-2020,2642,Hy-Vee Wine and Spirits / Pella,512 E Oskaloosa,Pella,50219,POINT (-92.899277 41.396961000000005),63,MARION,1081200,Cream Liqueurs,305,Mhw LTD,73051,Rumchata Mini,12,50,8.87,13.31,1,13.31,0.05,0.01
127,INV-24297800006,02-01-2020,4806,Giri's Liquor Store / West Liberty,"1006, N Columbus St",West Liberty,52776,POINT (-91.260581 41.578585),70,MUSCATINE,1012300,Single Malt Scotch,65,Jim Beam Brands,4636,Bowmore Scotch 12YR,6,750,27.5,41.25,2,82.5,1.5,0.39
128,INV-24308900019,02-01-2020,4698,Quality Quick Stop,201 W Burlington Ave,Fairfield,52556,POINT (-91.965379 41.006639),51,JEFFERSON,1022200,100% Agave Tequila,410,Patron Spirits Company,88296,Patron Silver,12,750,27.5,41.25,6,247.5,4.5,1.18
129,INV-24299500071,02-01-2020,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft,50517,POINT (-94.218 43.29355),55,KOSSUTH,1062400,Spiced Rum,260,DIAGEO AMERICAS,43334,Captain Morgan Original Spiced,24,375,5,7.5,1,7.5,0.37,0.09
130,INV-24294000005,02-01-2020,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1022200,100% Agave Tequila,410,Patron Spirits Company,88296,Patron Silver,12,750,27.5,41.25,12,495,9,2.37
131,INV-24297000003,02-01-2020,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722,POINT (-90.48065 41.529655),82,SCOTT,1041100,American Dry Gins,306,MISSISSIPPI RIVER DISTIL,31990,River Rose Gin,6,750,16.17,24.26,18,436.68,13.5,3.56
132,INV-24294900012,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10788,Crown Royal Vanilla Mini,10,50,7.35,11.03,1,11.03,0.05,0.01
133,INV-24295000062,02-01-2020,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1022200,100% Agave Tequila,260,DIAGEO AMERICAS,89175,Don Julio Anejo,6,750,34.49,51.74,6,310.44,4.5,1.18
134,INV-24306600016,02-01-2020,4069,Fareway Stores #648 / Ottumwa,1325 Albia Rd,Ottumwa,52501,POINT (-92.440213 41.00934),90,WAPELLO,1012400,Irish Whiskies,395,PROXIMO,15830,Proper No. Twelve,12,750,14,21,2,42,1.5,0.39
135,INV-24299300034,02-01-2020,4073,"Uptown Liquor, Llc",306 Hwy 69 South,Forest City,50436,POINT (-93.633306 43.261538),95,WINNEBAGO,1062200,White Rum,451,SERRALLES USA,43426,Don Q Cristal,12,750,6.5,9.75,12,117,9,2.37
136,INV-24299900066,02-01-2020,2556,Hy-Vee Wine and Spirits / Estherville,1033 Central Avenue,Estherville,51334,POINT (-94.829962 43.402096),32,EMMET,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,65013,Fireball Cinnamon Whiskey 50ml Sleeve,12,50,5,7.5,12,90,0.6,0.15
137,INV-24290900026,02-01-2020,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010,POINT (-93.619455 42.022848),85,STORY,1011200,Straight Bourbon Whiskies,184,FOUR ROSES DISTILLERY,18348,Four Roses Small Batch,6,750,16.17,24.26,5,121.3,3.75,0.99
138,INV-24302800024,02-01-2020,3880,Target Store T-2454 / Council Bluffs,3804 Metro Dr,Council Bluffs,51503,POINT (-95.837595 41.220979),78,POTTAWATTA,1022200,100% Agave Tequila,619,Campari America,87619,Espolon Blanco,6,750,14,21,6,126,4.5,1.18
139,INV-24298800002,02-01-2020,3654,The Beverage Shop / Belmond,207 E Main St,Belmond,50421,POINT (-93.615247 42.845901),99,WRIGHT,1012100,Canadian Whiskies,259,Heaven Hill Brands,10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9,2.37
140,INV-24293900028,02-01-2020,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86884,Southern Comfort,24,375,4.78,7.17,4,28.68,1.5,0.39
141,INV-24307100013,02-01-2020,2611,Hy-Vee Drugstore / Ottumwa,1140 North Jefferson St,Ottumwa,52501,POINT (-92.401538 41.026754000000004),90,WAPELLO,1051100,American Brandies,205,E & J Gallo Winery,52582,E & J VSOP,12,750,7.24,10.86,6,65.16,4.5,1.18
142,INV-24292400007,02-01-2020,5565,Casey's General Store #2689 / Ankeny,1310 NW 18th St,Ankeny,50023,POINT (-93.616799 41.746362),77,POLK,1012100,Canadian Whiskies,259,Heaven Hill Brands,11788,Black Velvet,6,1750,10.45,15.68,4,62.72,7,1.84
143,INV-24290800069,02-01-2020,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010,POINT (-93.619787 41.60566),85,STORY,1032200,Imported Flavored Vodka,277,STOLI GROUP,34870,Stolichnaya Razberi,12,750,9.99,14.99,3,44.97,2.25,0.59
144,INV-24297800011,02-01-2020,4806,Giri's Liquor Store / West Liberty,"1006, N Columbus St",West Liberty,52776,POINT (-91.260581 41.578585),70,MUSCATINE,1022200,100% Agave Tequila,260,DIAGEO AMERICAS,89200,Don Julio 70th Anniversary,6,750,33.99,50.99,6,305.94,4.5,1.18
145,INV-24302000016,02-01-2020,5245,Best Trip,"1516, SE  1st St",Des Moines,50315,POINT (-93.613469 41.57592900000001),77,POLK,1031100,American Vodkas,260,DIAGEO AMERICAS,37991,Smirnoff 80prf Mini,12,50,7.47,11.21,1,11.21,0.05,0.01
146,INV-24299500031,02-01-2020,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft,50517,POINT (-94.218 43.29355),55,KOSSUTH,1032100,Imported Vodkas,370,PERNOD RICARD USA,34007,Absolut Swedish Vodka 80prf,12,1000,12.49,18.74,12,224.88,12,3.17
147,INV-24314400006,02-01-2020,5128,Price Chopper  /  Beaver #1310,1819 Beaver Ave,Des Moines,50310,POINT (-93.672695 41.610525),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86916,Southern Comfort 100prf,12,750,12.15,18.23,12,218.76,9,2.37
148,INV-24293900198,02-01-2020,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1031200,American Flavored Vodka,380,Phillips Beverage,41693,UV Blue Raspberry,12,750,6.5,9.75,12,117,9,2.37
149,INV-24305400030,02-01-2020,2584,Hy-Vee Food Store / Fort Madison,2606 Avenue L,Fort Madison,52627,POINT (-91.343544 40.626988),56,LEE,1011100,Blended Whiskies,65,Jim Beam Brands,24456,Kessler Blend Whiskey,12,750,5.51,8.27,12,99.24,9,2.37
150,INV-24306800079,02-01-2020,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501,POINT (-92.438463 41.01558),90,Wapello,1082200,Imported Schnapps,260,DIAGEO AMERICAS,69945,Rumple Minze Peppermint Schnapps Liqueur,12,375,7.26,10.89,6,65.34,2.25,0.59
151,INV-24297000038,02-01-2020,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722,POINT (-90.48065 41.529655),82,SCOTT,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77698,Smirnoff Orange,12,750,8.25,12.38,12,148.56,9,2.37
152,INV-24296600071,02-01-2020,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1012400,Irish Whiskies,370,PERNOD RICARD USA,15626,Jameson,12,750,16.49,24.74,12,296.88,9,2.37
153,INV-24310600034,02-01-2020,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19477,Makers Mark,12,1000,22.04,33.06,12,396.72,12,3.17
154,INV-24310700031,02-01-2020,5080,C's Liquor Store,719 2nd Ave W,Spencer,51301,POINT (-95.147741 43.14521),21,CLAY,1062400,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Original Spiced,12,1000,11.75,17.63,12,211.56,12,3.17
155,INV-24311800006,02-01-2020,4582,Jiffy #926 / Spirit Lake,"2402, 17th St",Spirit Lake,51360,POINT (-95.126585 43.42282),30,DICKINSON,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86887,Southern Comfort,12,1000,12.97,19.46,12,233.52,12,3.17
156,INV-24295200091,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1011600,Straight Rye Whiskies,260,DIAGEO AMERICAS,27037,George Dickel Rye,12,750,13.5,20.25,2,40.5,1.5,0.39
157,INV-24313600002,02-01-2020,4004,Wal-Mart 4256 / Ames,534 S Duff Ave,Ames,50010,POINT (-93.610343 42.017115),85,STORY,1011100,Blended Whiskies,297,Laird & Company,23828,Five Star,6,1750,7.62,11.43,6,68.58,10.5,2.77
158,INV-24295900003,02-01-2020,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5153,Glenlivet Founders Reserve,12,750,20.98,31.47,6,188.82,4.5,1.18
159,INV-24293100014,02-01-2020,3645,Wal-Mart 1764 / Windsor Heights,1001  73rd St,Windsor Heights,50311,POINT (-93.716991 41.594787),77,Polk,1062200,White Rum,35,BACARDI USA INC,43126,Bacardi Superior,12,750,8.26,12.39,12,148.68,9,2.37
160,INV-24309700042,02-01-2020,2653,Hy-Vee Wine and Spirits / Washington,1004 W Madison St,Washington,52353,POINT (-91.704567 41.296576),92,WASHINGTON,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69637,Dr McGillicuddys Cherry,12,1000,11,16.5,3,49.5,3,0.79
161,INV-24291600002,02-01-2020,5590,Casey's General Store #1941 / Ankeny,1010 SE Oralabor Rd,Ankeny,50021,POINT (-93.581993 41.702885),77,POLK,1031100,American Vodkas,434,LUXCO INC,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9,2.37
162,INV-24303800152,02-01-2020,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1062200,White Rum,451,SERRALLES USA,43426,Don Q Cristal,12,750,6.5,9.75,6,58.5,4.5,1.18
163,INV-24306100053,02-01-2020,2555,Hy-Vee Food Store / Keokuk,3111 Main,Keokuk,52632,POINT (-91.403752 40.41538),56,LEE,1081300,American Cordials & Liqueur,434,LUXCO INC,78866,Paramount Creme de Cacao White,12,750,5,7.5,2,15,1.5,0.39
164,INV-24299900080,02-01-2020,2556,Hy-Vee Wine and Spirits / Estherville,1033 Central Avenue,Estherville,51334,POINT (-94.829962 43.402096),32,EMMET,1081300,American Cordials & Liqueur,434,LUXCO INC,79966,Arrow Creme de Almond,12,750,4.74,7.11,1,7.11,0.75,0.19
165,INV-24291800053,02-01-2020,3656,Target Store T-1767 / Ankeny,2135 SE Delaware Ave,Ankeny,50021,POINT (-93.581201 41.708563),77,POLK,1062500,Flavored Rum,35,BACARDI USA INC,43136,Bacardi Limon,12,750,8.26,12.39,12,148.68,9,2.37
166,INV-24296100032,02-01-2020,3628,Wal-Mart 1528 / Cedar Rapids,2645 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.680734 42.034748),57,LINN,1011200,Straight Bourbon Whiskies,395,PROXIMO,24906,Old Camp Whiskey,12,750,10.83,16.25,12,195,9,2.37
167,INV-24300300030,02-01-2020,3704,Celtics Beverage Company,1122 Broadway,Emmetsburg,50536,POINT (-94.678807 43.10937),74,PALO ALTO,1091200,Neutral Grain Spirits,434,LUXCO INC,41846,Everclear Alcohol,12,750,8,12,1,12,0.75,0.19
168,INV-24311200018,02-01-2020,5293,The Boonedocks,"228, N Hwy 71",Arnolds Park,51331,POINT (-95.125928 43.370941),30,DICKINSON,1082000,Imported Cordials & Liqueurs,619,Campari America,65127,Grand Marnier Cordon Rouge,12,1000,25.55,38.33,2,76.66,2,0.52
169,INV-24297000081,02-01-2020,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722,POINT (-90.48065 41.529655),82,SCOTT,1031100,American Vodkas,434,LUXCO INC,36307,Hawkeye Vodka,12,1000,4.05,6.08,60,364.8,60,15.85
170,INV-24298500007,02-01-2020,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,26977,Knob Creek Cask Strength Rye,6,750,35,52.5,6,315,4.5,1.18
171,INV-24290800055,02-01-2020,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010,POINT (-93.619787 41.60566),85,STORY,1041100,American Dry Gins,370,PERNOD RICARD USA,32234,Seagrams Extra Dry Gin,24,375,3.39,5.09,4,20.36,1.5,0.39
172,INV-24291000046,02-01-2020,2650,Hy-Vee Wine and Spirits / Harlan,1808 23rd St,Harlan,51537,POINT (-95.339881 41.650658),83,SHELBY,1081300,American Cordials & Liqueur,434,LUXCO INC,79966,Arrow Creme de Almond,12,750,4.74,7.11,5,35.55,3.75,0.99
173,INV-24299400033,02-01-2020,2684,Hy-Vee - Forest City,315 HWY 69 North,Forest City,50436,POINT (-93.63235 43.266826),95,WINNEBAGO,1062200,White Rum,35,BACARDI USA INC,43125,Bacardi Superior PET,12,750,8.26,12.39,3,37.17,2.25,0.59
174,INV-24292100012,02-01-2020,4726,Walgreens #07454 / Ankeny,901 N Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1031100,American Vodkas,434,LUXCO INC,36305,Hawkeye Vodka PET,12,750,3.34,5.01,12,60.12,9,2.37
175,INV-24290700010,02-01-2020,3524,Sam's Club 6568 / Ames,305 Airport Rd,Ames,50010,POINT (-93.613648 42.001123),85,STORY,1042100,Imported Dry Gins,370,PERNOD RICARD USA,28087,Beefeater Gin,12,1000,14.49,21.74,12,260.88,12,3.17
176,INV-24309700029,02-01-2020,2653,Hy-Vee Wine and Spirits / Washington,1004 W Madison St,Washington,52353,POINT (-91.704567 41.296576),92,WASHINGTON,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86669,Jack Daniels Tennessee Honey,24,375,7.5,11.25,1,11.25,0.37,0.09
177,INV-24307900070,02-01-2020,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577,POINT (-92.648153 41.296228),62,MAHASKA,1022200,100% Agave Tequila,330,Gemini Spirits,89496,Margaritaville Gold Tequila,12,750,7.51,11.27,2,18.58,1.5,0.39
178,INV-24304100019,02-01-2020,5314,Tobacco Hut & Liquor,3134 Manawa Center Dr. # 9,Council Bluffs,51501,POINT (-95.847514 41.228712),78,POTTAWATTA,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86885,Southern Comfort PET,12,750,10.33,15.5,4,62,3,0.79
179,INV-24306100055,02-01-2020,2555,Hy-Vee Food Store / Keokuk,3111 Main,Keokuk,52632,POINT (-91.403752 40.41538),56,LEE,1081100,Coffee Liqueurs,421,SAZERAC COMPANY  INC,67586,Kapali Coffee Liqueur,12,750,4.5,6.75,3,25.74,2.25,0.59
180,INV-24311000074,02-01-2020,5068,Tobacco Shop / Arnolds Park,612 S Highway 71,Arnolds Park,51331,POINT (-95.14027400000002 43.361577),30,DICKINSON,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11297,Crown Royal,12,1000,18.89,28.34,3,85.02,3,0.79
181,INV-24295200142,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77
